PostSect,Structured_PostSect,PostDist,Structurred_Dist,PostArea,Postcode_Count,AREA_KM,AREA_MI,X_Coord,Y_Coord,Longitude,Latitude,Geometry
RG7 2,RG 7 2,RG7,RG 7,RG,146,36.20498521102,13.978822939972,466233,161904.999,-1.048789,51.351856,"POLYGON ((-0.986937915957497 51.3575414962577,-1.11129639434684 51.3575414962577,-1.11593291462025 51.36300937229,-1.11609490164197 51.3642964277907,-1.1208196833575 51.3688458713128,-1.12093803243429 51.3701685496917,-1.11921336263414 51.3694632443286,-1.11370136450643 51.3722091918526,-1.09692525282007 51.3734749384185,-1.09301481169183 51.3728872198741,-1.09109695450754 51.3739693314527,-1.07997700713544 51.3746829016944,-1.07564622234368 51.3742801782607,-1.07471022264985 51.3750999861744,-1.06801453780748 51.3758292802512,-1.06297489855024 51.3728486888876,-1.05801038668003 51.3718377764338,-1.04894095267986 51.3713509339278,-1.04664654329984 51.373229591765,-1.0451717920208 51.3729837700176,-1.04490955955394 51.3738538688686,-1.04313109635682 51.3737045294794,-1.04144578001302 51.3711640250502,-1.03670898032539 51.3709722824868,-1.03009791711859 51.374496518213,-1.02457920506857 51.3759344185436,-1.02126096256615 51.3806185330676,-1.00875740141623 51.3807292952683,-1.00509729079429 51.3831980457491,-1.00288990785746 51.3816146911429,-0.99344813559912 51.3803560288002,-0.991053389686758 51.3827453097342,-0.988578946018743 51.3835242231014,-0.985544004718218 51.3797573339448,-0.978798085847395 51.3755444847299,-0.981379420294351 51.3738225500724,-0.982016889126476 51.3722814696824,-0.984735802294796 51.3708213512044,-0.987906347255633 51.3710196562265,-0.990950411874619 51.3684741280164,-0.991855180249492 51.3665216911973,-0.985522049662877 51.3618901695377,-0.987884667652003 51.360921407132,-0.986731052283636 51.3598234532558,-0.986831224679714 51.3578910508697,-0.986937915957497 51.3575414962577))"
RG7 3,RG 7 3,RG7,RG 7,RG,297,15.347254992533,5.9256082803183,465562.5,165995.498,-1.057662,51.388714,"POLYGON ((-1.06241163994467 51.4039471648557,-1.06047168047562 51.402501970867,-1.05747736498124 51.4047978145103,-1.05387801355784 51.4043552236214,-1.05133758384064 51.4048472590304,-1.04743534176359 51.4072163968944,-1.04550096013472 51.4055192184854,-1.04062180890156 51.4037169477748,-1.03583139682238 51.4052332461528,-1.02970991579839 51.4030516464518,-1.03158955825971 51.4011788896596,-1.03271661285642 51.3968181215155,-1.03173573937429 51.3962975484992,-1.02364576126924 51.3975252669455,-1.023848418949 51.3940830528481,-1.02100802903876 51.3924767893675,-1.02064049605254 51.3881485875649,-1.00509729079429 51.3831980457491,-1.00875740141623 51.3807292952683,-1.02126096256615 51.3806185330676,-1.02457920506857 51.3759344185436,-1.03009791711859 51.374496518213,-1.03670898032539 51.3709722824868,-1.04144578001302 51.3711640250502,-1.04313109635682 51.3737045294794,-1.04490955955394 51.3738538688686,-1.0451717920208 51.3729837700176,-1.04664654329984 51.373229591765,-1.04894095267986 51.3713509339278,-1.05801038668003 51.3718377764338,-1.06297489855024 51.3728486888876,-1.06801453780748 51.3758292802512,-1.07471022264985 51.3750999861744,-1.07564622234368 51.3742801782607,-1.07997700713544 51.3746829016944,-1.09109695450754 51.3739693314527,-1.09301481169183 51.3728872198741,-1.09692525282007 51.3734749384185,-1.11370136450643 51.3722091918526,-1.11254926657163 51.3745833627074,-1.10612853652411 51.3767285969674,-1.0973728288208 51.3770211675135,-1.09769486976672 51.3818342829517,-1.08410771606285 51.3843995463627,-1.07981667572443 51.386263221434,-1.07695850716201 51.3861867272747,-1.07588274557936 51.3867986923359,-1.07552958325287 51.3879199303867,-1.07762744374702 51.389366211446,-1.08094904036969 51.3950212275481,-1.0783416831476 51.3988852131817,-1.07566788920432 51.4017415531718,-1.06241163994467 51.4039471648557))"
RG7 4,RG 7 4,RG7,RG 7,RG,220,45.826307542723,17.693636260275,460555.501,166584,-1.129518,51.394562,"POLYGON ((-1.14442908623652 51.3575414962577,-1.14638484817967 51.3590718901762,-1.14414377498786 51.3598737554087,-1.14493100480594 51.3615609500603,-1.14737253154761 51.3607964868107,-1.14875425359577 51.3621912458786,-1.15002869323828 51.3616250857655,-1.15101137469856 51.3628550332812,-1.15810804588968 51.3612247668847,-1.1601011942665 51.3621922067898,-1.15863694465357 51.3637193264889,-1.16376260480376 51.3622166446475,-1.16376260480376 51.3942368650989,-1.16267849084016 51.3941497655231,-1.16246555931993 51.3932130934007,-1.15730456973817 51.3932749930427,-1.15248611393095 51.3958029157536,-1.15396512796168 51.3966588579863,-1.14939282659646 51.3998358416841,-1.14697529309167 51.3999711833443,-1.13453114654569 51.4042949749499,-1.13111612362881 51.4047102805293,-1.12767832242012 51.403291053826,-1.1251667173249 51.4038207703631,-1.12338245483852 51.4099219471982,-1.11462313521845 51.4130572062203,-1.1140426392944 51.4140778634167,-1.11307684494387 51.4134591172566,-1.10466832466515 51.4162276398946,-1.10501901405327 51.4181546412723,-1.10284432015324 51.4183178139542,-1.10043084697148 51.4196570536982,-1.09904309858878 51.4192867436775,-1.09528750871337 51.4208493724448,-1.09253660736004 51.422509650977,-1.09352175463978 51.4235962454864,-1.09277417987385 51.4243097833356,-1.09115045608639 51.4242342848101,-1.08916607624816 51.4256576254088,-1.08563966999011 51.4257829970815,-1.08266570233073 51.4270545752063,-1.08179873981332 51.4286843746944,-1.0799082605997 51.428993262474,-1.07952904154697 51.4299703866597,-1.07815657759357 51.4302653276514,-1.07916890372741 51.4335732360019,-1.07806757825715 51.4346885965715,-1.07914134886298 51.4363784764603,-1.07686392441294 51.4365943764208,-1.07642339617028 51.435610817469,-1.07090278791191 51.4368440391184,-1.0656636108155 51.4390773182077,-1.05477089995136 51.4342693252889,-1.03950136302253 51.4263223331751,-1.04111570986862 51.4247889373696,-1.04482905531495 51.4232816283182,-1.06119580088668 51.4226045962549,-1.06266161908356 51.4219599270359,-1.06290522366373 51.4212964862851,-1.06198404690115 51.4213340620062,-1.06298471402884 51.4202270373778,-1.0603986590956 51.4186956935614,-1.06190960450328 51.4179435199855,-1.06220205348472 51.415599029688,-1.0655695925927 51.4154730091542,-1.06662650692605 51.4144114324435,-1.06362302119545 51.4129127923786,-1.06141534223921 51.4097749540959,-1.06312275811558 51.4092490710648,-1.06418190498622 51.4052562194398,-1.06241163994467 51.4039471648557,-1.07566788920432 51.4017415531718,-1.0783416831476 51.3988852131817,-1.08094904036969 51.3950212275481,-1.07762744374702 51.389366211446,-1.07552958325287 51.3879199303867,-1.07588274557936 51.3867986923359,-1.07695850716201 51.3861867272747,-1.07981667572443 51.386263221434,-1.08410771606285 51.3843995463627,-1.09769486976672 51.3818342829517,-1.0973728288208 51.3770211675135,-1.10612853652411 51.3767285969674,-1.11254926657163 51.3745833627074,-1.11370136450643 51.3722091918526,-1.11921336263414 51.3694632443286,-1.12093803243429 51.3701685496917,-1.1208196833575 51.3688458713128,-1.11609490164197 51.3642964277907,-1.11593291462025 51.36300937229,-1.12609625535533 51.3610623692574,-1.13027596480115 51.3595378512395,-1.13121008416422 51.3579891794573,-1.13767082312178 51.3575414962577,-1.14442908623652 51.3575414962577))"
RG7 5,RG 7 5,RG7,RG 7,RG,228,30.113900677258,11.627042053622,459730.5,169792.501,-1.140836,51.423499,"POLYGON ((-1.16376260480376 51.3942368650989,-1.16376260480376 51.4212925383003,-1.15884153802877 51.4215473179971,-1.14509905646798 51.42736455644,-1.13440106503419 51.4302263603303,-1.12168099461915 51.4394473083004,-1.11385189497385 51.4484881105939,-1.10768743415205 51.452460717019,-1.10492633621335 51.4560363442626,-1.09938490588129 51.4582418605538,-1.09867443323193 51.4592345619594,-1.09059234639086 51.4574277371492,-1.0833471951517 51.4548176808102,-1.07896451731209 51.4523285695876,-1.06969347883409 51.4418428950054,-1.0656636108155 51.4390773182077,-1.07090278791191 51.4368440391184,-1.07642339617028 51.435610817469,-1.07686392441294 51.4365943764208,-1.07914134886298 51.4363784764603,-1.07806757825715 51.4346885965715,-1.07916890372741 51.4335732360019,-1.07815657759357 51.4302653276514,-1.07952904154697 51.4299703866597,-1.0799082605997 51.428993262474,-1.08179873981332 51.4286843746944,-1.08266570233073 51.4270545752063,-1.08563966999011 51.4257829970815,-1.08916607624816 51.4256576254088,-1.09115045608639 51.4242342848101,-1.09277417987385 51.4243097833356,-1.09352175463978 51.4235962454864,-1.09253660736004 51.422509650977,-1.09528750871337 51.4208493724448,-1.09904309858878 51.4192867436775,-1.10043084697148 51.4196570536982,-1.10284432015324 51.4183178139542,-1.10501901405327 51.4181546412723,-1.10466832466515 51.4162276398946,-1.11307684494387 51.4134591172566,-1.1140426392944 51.4140778634167,-1.11462313521845 51.4130572062203,-1.12338245483852 51.4099219471982,-1.1251667173249 51.4038207703631,-1.12767832242012 51.403291053826,-1.13111612362881 51.4047102805293,-1.13453114654569 51.4042949749499,-1.14697529309167 51.3999711833443,-1.14939282659646 51.3998358416841,-1.15396512796168 51.3966588579863,-1.15248611393095 51.3958029157536,-1.15730456973817 51.3932749930427,-1.16246555931993 51.3932130934007,-1.16267849084016 51.3941497655231,-1.16376260480376 51.3942368650989))"
RG7 6,RG 7 6,RG7,RG 7,RG,198,28.761586384537,11.104910586175,457637,171021,-1.170745,51.434762,"POLYGON ((-1.16376260480376 51.4603296357623,-1.15037691326461 51.4607713381396,-1.13055536132886 51.459295338418,-1.11133771643518 51.460140391386,-1.09867443323193 51.4592345619594,-1.09938490588129 51.4582418605538,-1.10492633621335 51.4560363442626,-1.10768743415205 51.452460717019,-1.11385189497385 51.4484881105939,-1.12168099461915 51.4394473083004,-1.13440106503419 51.4302263603303,-1.14509905646798 51.42736455644,-1.15884153802877 51.4215473179971,-1.16376260480376 51.4212925383003,-1.16376260480376 51.4603296357623))"
RG7 8,RG 7 8,RG7,RG 7,RG,30,0.14344649043324,0.055384999591611,458293.501,162833.998,-1.162646,51.36108,"POLYGON ((-1.16376260480376 51.3622166446475,-1.15863694465357 51.3637193264889,-1.1601011942665 51.3621922067898,-1.16277993847456 51.3594328606324,-1.16376260480376 51.3595857102088,-1.16376260480376 51.3622166446475))"
RG8 0,RG 8 0,RG8,RG 8,RG,208,25.066639323595,9.678283550245,463817,182274.003,-1.079808,51.535279,"POLYGON ((-1.14119496042343 51.5432549370844,-1.02601118751082 51.5432549370844,-1.02443124135109 51.5415894638979,-1.02495122567031 51.5314241194014,-1.02010119181341 51.5276791201953,-1.02748706235196 51.5267604713068,-1.0316306030878 51.5284942223748,-1.03401553957648 51.5288735367428,-1.03616416861015 51.5281629017494,-1.02830600897908 51.5207877728804,-1.03154632011252 51.5188723566846,-1.03675300209227 51.5173326777408,-1.04088244333535 51.5197132950738,-1.04439178676937 51.5166218811719,-1.05171573262367 51.5164924333541,-1.05380906650374 51.5135330287723,-1.05918088044128 51.513000823329,-1.06489234330038 51.5205095291918,-1.06923852168511 51.5243656230443,-1.07210355822863 51.5252424586799,-1.07076412518728 51.5258972364962,-1.07120699716689 51.5282206512967,-1.07570357948948 51.5304051812418,-1.07651692079883 51.5293954524038,-1.0803891427902 51.5289583359678,-1.08493517303404 51.5236707865962,-1.08805517889104 51.5233444064412,-1.088859016021 51.5220648485467,-1.09801378438664 51.5219556998144,-1.10442960806735 51.5240639745769,-1.11669832487942 51.5239501133805,-1.11910238568623 51.5218641063889,-1.12732904110614 51.5227977781494,-1.13135342348626 51.5211282466615,-1.13048743836431 51.5189188849533,-1.13145531929944 51.5188001150511,-1.13346210279207 51.5209010429391,-1.13398099297633 51.5231797449245,-1.13402545894968 51.5291954706832,-1.13260006677849 51.5291040468328,-1.13264816833376 51.5303632330526,-1.13616502063458 51.5311624970298,-1.13444291698091 51.5345485782673,-1.13506861473326 51.53728667566,-1.1365135290312 51.540174618959,-1.14119496042343 51.5432549370844))"
RG8 7,RG 8 7,RG8,RG 8,RG,234,18.734453647458,7.2334129923969,463737.001,178681.502,-1.081611,51.502987,"POLYGON ((-1.03675300209227 51.5173326777408,-1.03471013127617 51.5157962716234,-1.03552057798269 51.5149486948851,-1.03432449018516 51.5142644963151,-1.04535582661512 51.5049763708674,-1.04849950549913 51.495848333533,-1.05193699370368 51.491937820601,-1.06025109219243 51.4917978735561,-1.07080805694445 51.4897239231848,-1.07090741142137 51.4876746463886,-1.07398932186494 51.4834189050922,-1.07381512377015 51.4813494810237,-1.07528788577315 51.4818735660589,-1.0759386004363 51.4803141284872,-1.08309787091281 51.4794801104529,-1.08729054896952 51.4800882858474,-1.08816727191921 51.4780090808101,-1.08978176470106 51.4779226465479,-1.08999364093269 51.4766834197726,-1.09204009733163 51.4765914117537,-1.09281155839075 51.4812551227137,-1.09424993162569 51.484251440355,-1.10362210324935 51.4924969023338,-1.10919614712544 51.5050827963953,-1.1149783387787 51.5130302269842,-1.11773892062426 51.5133567407378,-1.12478304974002 51.5165116262407,-1.12747127880587 51.5168643273681,-1.13048743836431 51.5189188849533,-1.13135342348626 51.5211282466615,-1.12732904110614 51.5227977781494,-1.11910238568623 51.5218641063889,-1.11669832487942 51.5239501133805,-1.10442960806735 51.5240639745769,-1.09801378438664 51.5219556998144,-1.088859016021 51.5220648485467,-1.08805517889104 51.5233444064412,-1.08493517303404 51.5236707865962,-1.0803891427902 51.5289583359678,-1.07651692079883 51.5293954524038,-1.07570357948948 51.5304051812418,-1.07120699716689 51.5282206512967,-1.07076412518728 51.5258972364962,-1.07210355822863 51.5252424586799,-1.06923852168511 51.5243656230443,-1.06489234330038 51.5205095291918,-1.05918088044128 51.513000823329,-1.05380906650374 51.5135330287723,-1.05171573262367 51.5164924333541,-1.04439178676937 51.5166218811719,-1.04088244333535 51.5197132950738,-1.03675300209227 51.5173326777408))"
RG8 8,RG 8 8,RG8,RG 8,RG,199,32.593235716238,12.584318663922,461423.001,174970.499,-1.115595,51.469876,"POLYGON ((-1.16376260480376 51.4603296357623,-1.16376260480376 51.4965002309404,-1.15971033152654 51.4957174193828,-1.15998939840008 51.4946404512645,-1.15531574909101 51.4895356015583,-1.14906127424517 51.4912706998146,-1.14765958262835 51.4930588918423,-1.14868367409951 51.495305249463,-1.14605798345861 51.4978308086752,-1.14072069617745 51.4959125704024,-1.13715642902216 51.4916603594665,-1.12196267178555 51.4885353784834,-1.1184767530728 51.4848226060946,-1.11343492344801 51.4826536467282,-1.11043065048821 51.4801491778137,-1.106488862467 51.4806857194104,-1.09905347605171 51.4801971958854,-1.09281155839075 51.4812551227137,-1.09204009733163 51.4765914117537,-1.08999364093269 51.4766834197726,-1.08978176470106 51.4779226465479,-1.08816727191921 51.4780090808101,-1.08729054896952 51.4800882858474,-1.08309787091281 51.4794801104529,-1.0759386004363 51.4803141284872,-1.07528788577315 51.4818735660589,-1.07381512377015 51.4813494810237,-1.07398932186494 51.4834189050922,-1.07090741142137 51.4876746463886,-1.07080805694445 51.4897239231848,-1.06025109219243 51.4917978735561,-1.05193699370368 51.491937820601,-1.04282306525161 51.4890044483938,-1.04004486104472 51.4868686575605,-1.03760952228913 51.4841961783335,-1.03907210926433 51.477644163647,-1.0350324482458 51.4752820774253,-1.03591743287472 51.4742822921324,-1.04632702556357 51.4763815048732,-1.04851908417735 51.4796813471706,-1.05046608231814 51.4802276730171,-1.05218803498641 51.4777418772911,-1.05598008646164 51.4782040232397,-1.05819797576748 51.4746881117343,-1.05894255282733 51.4699913887949,-1.05750081185516 51.4672912258573,-1.05988961807228 51.4673373619198,-1.06166877877971 51.4655262578642,-1.05685915275246 51.4635005350817,-1.05484905370298 51.4611555168788,-1.06142115711883 51.4551387661012,-1.06200509080795 51.4528170067708,-1.05939653769751 51.450006237006,-1.06154662856461 51.4497177394493,-1.0640039447143 51.4470758369151,-1.06480393306876 51.4438361205635,-1.06969347883409 51.4418428950054,-1.07896451731209 51.4523285695876,-1.0833471951517 51.4548176808102,-1.09059234639086 51.4574277371492,-1.09867443323193 51.4592345619594,-1.11133771643518 51.460140391386,-1.13055536132886 51.459295338418,-1.15037691326461 51.4607713381396,-1.16376260480376 51.4603296357623))"
RG8 9,RG 8 9,RG8,RG 8,RG,207,36.454002889487,14.074969203143,458340.498,179607.502,-1.159207,51.511896,"POLYGON ((-1.16376260480376 51.5341235269498,-1.16288599237142 51.533900746542,-1.15229006526185 51.5385183340942,-1.1444885024335 51.539342837127,-1.14291252517515 51.5432549370844,-1.14119496042343 51.5432549370844,-1.1365135290312 51.540174618959,-1.13506861473326 51.53728667566,-1.13444291698091 51.5345485782673,-1.13616502063458 51.5311624970298,-1.13264816833376 51.5303632330526,-1.13260006677849 51.5291040468328,-1.13402545894968 51.5291954706832,-1.13398099297633 51.5231797449245,-1.13346210279207 51.5209010429391,-1.13145531929944 51.5188001150511,-1.13048743836431 51.5189188849533,-1.12747127880587 51.5168643273681,-1.12478304974002 51.5165116262407,-1.11773892062426 51.5133567407378,-1.1149783387787 51.5130302269842,-1.10919614712544 51.5050827963953,-1.10362210324935 51.4924969023338,-1.09424993162569 51.484251440355,-1.09281155839075 51.4812551227137,-1.09905347605171 51.4801971958854,-1.106488862467 51.4806857194104,-1.11043065048821 51.4801491778137,-1.11343492344801 51.4826536467282,-1.1184767530728 51.4848226060946,-1.12196267178555 51.4885353784834,-1.13715642902216 51.4916603594665,-1.14072069617745 51.4959125704024,-1.14605798345861 51.4978308086752,-1.14868367409951 51.495305249463,-1.14765958262835 51.4930588918423,-1.14906127424517 51.4912706998146,-1.15531574909101 51.4895356015583,-1.15998939840008 51.4946404512645,-1.15971033152654 51.4957174193828,-1.16376260480376 51.4965002309404,-1.16376260480376 51.5341235269498))"
RG9 1,RG 9 1,RG9,RG 9,RG,286,3.1153653404211,1.2028492825849,475798.998,181944.003,-0.907139,51.53083,"POLYGON ((-0.930449072435571 51.5290273368119,-0.929400743254809 51.5319310834043,-0.920535795903799 51.5355275351356,-0.916500567826498 51.5390961012838,-0.909076714573515 51.536599521848,-0.900031904462612 51.537387314776,-0.89999765694583 51.5364158907116,-0.896493304608602 51.5346565240436,-0.886989690303266 51.5294324866187,-0.895913774694218 51.5276195296376,-0.894795807122306 51.5261612904297,-0.896818243189164 51.5259824655398,-0.900412011977978 51.524002069712,-0.904918632747982 51.5236126428937,-0.905454142746575 51.5247235848268,-0.909188230898328 51.5240929719306,-0.915201691662151 51.5251917379436,-0.923992495971712 51.5240588561835,-0.925293769672503 51.5251138005614,-0.924522826759131 51.5272467985199,-0.930449072435571 51.5290273368119))"
RG9 2,RG 9 2,RG9,RG 9,RG,119,1.4983286215665,0.57850791499277,475799.996,183091,-0.906877,51.541143,"POLYGON ((-0.903591884992593 51.5432549370844,-0.899234986012288 51.5417318796786,-0.900109197691754 51.538368133883,-0.89614559180106 51.5383039531689,-0.897962181566054 51.5371161094998,-0.894320367450477 51.5368660246769,-0.894112668700509 51.5359199304214,-0.896493304608602 51.5346565240436,-0.89999765694583 51.5364158907116,-0.900031904462612 51.537387314776,-0.909076714573515 51.536599521848,-0.916500567826498 51.5390961012838,-0.918662350389283 51.5403569027191,-0.916709673822818 51.5418314642544,-0.919677923959591 51.5432549370844,-0.903591884992593 51.5432549370844))"
RG9 3,RG 9 3,RG9,RG 9,RG,134,16.415839974045,6.3381912482661,477519.5,182282.001,-0.882263,51.533636,"POLYGON ((-0.842402256677556 51.5432549370844,-0.840030411159565 51.541584217574,-0.839448637388857 51.5355449739269,-0.842197465481604 51.5334680129931,-0.843205501134727 51.5352224125457,-0.842115845688163 51.5372527642611,-0.847971188703662 51.5377689282315,-0.854967773136274 51.5370551604021,-0.867572646241118 51.5375101575118,-0.868159556025666 51.5336134222978,-0.873945340768473 51.5287595215605,-0.878347414302687 51.5226783035546,-0.878575920321864 51.5180676582517,-0.88021244118902 51.5171571210514,-0.880768735064892 51.5138623846055,-0.880040310952092 51.5112478307893,-0.874611198959957 51.5093435553189,-0.870469470404479 51.5066781738402,-0.87100631385175 51.5053615578884,-0.86995888476917 51.504020608713,-0.871072057352402 51.5027005588616,-0.88360779283846 51.5008872768145,-0.886688297256831 51.5027688774991,-0.893902096837407 51.5035474463437,-0.893040655035002 51.5040159248147,-0.89449862962147 51.5044972020256,-0.894552922785535 51.5064219559451,-0.890747030933386 51.5112506582138,-0.893763140044312 51.5176183550462,-0.893793367496976 51.5223213554262,-0.887316623492606 51.5254791586285,-0.88470832014738 51.5278102947964,-0.886989690303266 51.5294324866187,-0.896493304608602 51.5346565240436,-0.894112668700509 51.5359199304214,-0.894320367450477 51.5368660246769,-0.897962181566054 51.5371161094998,-0.89614559180106 51.5383039531689,-0.900109197691754 51.538368133883,-0.899234986012288 51.5417318796786,-0.903591884992593 51.5432549370844,-0.842402256677556 51.5432549370844))"
RG9 4,RG 9 4,RG9,RG 9,RG,178,30.60652988311,11.817247253363,473912.001,181514.501,-0.93443,51.527219,"POLYGON ((-0.919677923959591 51.5432549370844,-0.916709673822818 51.5418314642544,-0.918662350389283 51.5403569027191,-0.916500567826498 51.5390961012838,-0.920535795903799 51.5355275351356,-0.929400743254809 51.5319310834043,-0.930449072435571 51.5290273368119,-0.924522826759131 51.5272467985199,-0.925293769672503 51.5251138005614,-0.923992495971712 51.5240588561835,-0.915201691662151 51.5251917379436,-0.909188230898328 51.5240929719306,-0.905454142746575 51.5247235848268,-0.904918632747982 51.5236126428937,-0.900412011977978 51.524002069712,-0.896818243189164 51.5259824655398,-0.894795807122306 51.5261612904297,-0.895913774694218 51.5276195296376,-0.886989690303266 51.5294324866187,-0.88470832014738 51.5278102947964,-0.887316623492606 51.5254791586285,-0.893793367496976 51.5223213554262,-0.893763140044312 51.5176183550462,-0.890747030933386 51.5112506582138,-0.894552922785535 51.5064219559451,-0.89449862962147 51.5044972020256,-0.893040655035002 51.5040159248147,-0.893902096837407 51.5035474463437,-0.886688297256831 51.5027688774991,-0.88360779283846 51.5008872768145,-0.890771739258428 51.4983656051934,-0.89329062365788 51.496671898099,-0.89704945359558 51.4973097589106,-0.899708957908001 51.4987375031385,-0.907151983469725 51.4953362334479,-0.915517470679587 51.4942898477455,-0.919352508617121 51.4917086407376,-0.924047315498096 51.4935861442184,-0.931900250322782 51.4940984668739,-0.938643471047844 51.4971269195067,-0.945606832149334 51.4981428393231,-0.949607509557857 51.4995814920145,-0.964062288238274 51.5095290246756,-0.959638561524184 51.5126909390243,-0.967613798458655 51.5187949265604,-0.967494237700516 51.5208978833533,-0.976009525720229 51.52424554126,-0.971910723614484 51.5276715260493,-0.9717974134382 51.5301432716619,-0.973319514776152 51.5316941042084,-0.977648865603362 51.5321455821779,-0.977836542223858 51.5340624471199,-0.976094517893558 51.5345957841907,-0.975542810078336 51.5379807796444,-0.981927866136416 51.5432549370844,-0.919677923959591 51.5432549370844))"
RG9 5,RG 9 5,RG9,RG 9,RG,207,27.131716288205,10.475614223837,469015,184654.497,-1.004401,51.556071,"MULTIPOLYGON (((-1.02601118751082 51.5432549370844,-1.02297190809702 51.5432549370844,-1.02443124135109 51.5415894638979,-1.02601118751082 51.5432549370844)),((-1.00889084195839 51.5432549370844,-0.981927866136416 51.5432549370844,-0.975542810078336 51.5379807796444,-0.976094517893558 51.5345957841907,-0.977836542223858 51.5340624471199,-0.977648865603362 51.5321455821779,-0.973319514776152 51.5316941042084,-0.9717974134382 51.5301432716619,-0.971910723614484 51.5276715260493,-0.976009525720229 51.52424554126,-0.978306049774742 51.5214601329754,-0.979522488169062 51.5218483532736,-0.981422355323684 51.5206779218727,-0.990619763856108 51.5251633488586,-0.991893937134515 51.5242481527459,-0.994561803677363 51.5261593052529,-0.992220097405009 51.5277577127464,-0.994989926811492 51.5289773841985,-0.998790615932722 51.5292077252446,-1.00385556528797 51.5322809741734,-1.01949539174671 51.5344089053299,-1.02134748148455 51.5361147683586,-1.02129157904319 51.5387219580745,-1.01307532670482 51.5392734926499,-1.00780508577305 51.540937534552,-1.00889084195839 51.5432549370844)))"
SL6 3,SL 6 3,SL6,SL 6,SL,268,27.108892564104,10.466801934696,486254,177421.498,-0.757542,51.488671,"POLYGON ((-0.754521882147515 51.5122620658919,-0.754521882147515 51.4651449380242,-0.768296921331155 51.4697451968828,-0.778305237535984 51.4723586327726,-0.788910031752556 51.4785920866254,-0.794620179509077 51.4870404065975,-0.803541892401496 51.4950536034751,-0.807870619648161 51.5008524620785,-0.80826160317527 51.5040935702354,-0.810571495860777 51.5072371155352,-0.81014550693898 51.5114230762053,-0.808113775322044 51.5158354407011,-0.797922234859659 51.5197598394453,-0.789200532713683 51.5198229879715,-0.785555017433516 51.5176182494788,-0.779493372008069 51.5157750192169,-0.769834680990246 51.5174814570015,-0.76263273910827 51.5141327074068,-0.754521882147515 51.5122620658919))"
SL6 4,SL 6 4,SL6,SL 6,SL,215,2.4278070956039,0.93738156013734,487035.001,180422.499,-0.745554,51.515531,"POLYGON ((-0.754521882147515 51.5122620658919,-0.76263273910827 51.5141327074068,-0.769834680990246 51.5174814570015,-0.764569485684557 51.5187210411733,-0.766506057000137 51.5211961327295,-0.764965794813738 51.5237876432875,-0.763728785794529 51.524754724052,-0.76236075333443 51.5247043437862,-0.760620160468139 51.5219164487132,-0.755765925803972 51.5202105900672,-0.75544727343523 51.5192090367953,-0.754521882147515 51.5194873375907,-0.754521882147515 51.5122620658919))"
SL6 5,SL 6 5,SL6,SL 6,SL,144,7.0372570535692,2.7171001386011,482334.456,183213.5,-0.812635,51.541329,"MULTIPOLYGON (((-0.842402256677556 51.5432549370844,-0.786595140815359 51.5432549370844,-0.787528851573492 51.5420695978163,-0.787803572104121 51.5398694320096,-0.784847953613651 51.5301096685904,-0.78947491987646 51.5328550874646,-0.793984825160981 51.5384134776975,-0.798717605360974 51.5388306773768,-0.803846600309766 51.5411940256313,-0.807956336953198 51.5400848603448,-0.81402816699668 51.5400385037187,-0.816431343821904 51.5374460786057,-0.820068023325663 51.529515966571,-0.82448674322935 51.5264311528799,-0.840030411159565 51.541584217574,-0.842402256677556 51.5432549370844)),((-0.754521882147515 51.5324766601678,-0.754521882147515 51.5194873375907,-0.75544727343523 51.5192090367953,-0.755765925803972 51.5202105900672,-0.760620160468139 51.5219164487132,-0.76236075333443 51.5247043437862,-0.762335292989521 51.5283007963873,-0.759058939683291 51.5295070738437,-0.759511621100683 51.5308875834248,-0.756343160073813 51.5334168145296,-0.755332556015976 51.5324079279008,-0.754521882147515 51.5324766601678)))"
SL6 6,SL 6 6,SL6,SL 6,SL,227,16.896990288697,6.5239644233366,485169.498,182509.002,-0.771931,51.534574,"POLYGON ((-0.754521882147515 51.5324766601678,-0.755332556015976 51.5324079279008,-0.756343160073813 51.5334168145296,-0.759511621100683 51.5308875834248,-0.759058939683291 51.5295070738437,-0.762335292989521 51.5283007963873,-0.76236075333443 51.5247043437862,-0.763728785794529 51.524754724052,-0.764965794813738 51.5237876432875,-0.766506057000137 51.5211961327295,-0.764569485684557 51.5187210411733,-0.769834680990246 51.5174814570015,-0.779493372008069 51.5157750192169,-0.785555017433516 51.5176182494788,-0.789200532713683 51.5198229879715,-0.797922234859659 51.5197598394453,-0.808113775322044 51.5158354407011,-0.81077466183485 51.518254305238,-0.817106697749756 51.5208450255582,-0.82448674322935 51.5264311528799,-0.820068023325663 51.529515966571,-0.816431343821904 51.5374460786057,-0.81402816699668 51.5400385037187,-0.807956336953198 51.5400848603448,-0.803846600309766 51.5411940256313,-0.798717605360974 51.5388306773768,-0.793984825160981 51.5384134776975,-0.78947491987646 51.5328550874646,-0.784847953613651 51.5301096685904,-0.787803572104121 51.5398694320096,-0.787528851573492 51.5420695978163,-0.786595140815359 51.5432549370844,-0.754521882147515 51.5432549370844,-0.754521882147515 51.5324766601678))"
